course_id,title,platform,category,instructor,learning_product,level,duration,skills,rating,reviews,data_source,url
280,Programming Fundamentals in Kotlin,Coursera,Computer Science,Meta,Course,Beginner,1 - 4 Weeks,"Kotlin, Object Oriented Programming (OOP), Programming Principles, Android Development, Data Structures, Computer Programming, Mobile Development, Debugging",3.7,17,Curated,
281,Excel Modeling for Professionals: Best Practices & Pitfalls,Coursera,Business,Erasmus University Rotterdam,Course,Intermediate,1 - 4 Weeks,"Global Marketing, International Finance, Intercultural Competence, Organizational Structure, Business, Small Business Accounting, Business Management, Market Analysis, Economics, Workforce Management, Cultural Diversity, Entrepreneurship, Market Dynamics",4.1,88,Curated,
282,Perplexity.AI for Beginners: AI-Powered Search,Coursera,Data Science,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Artificial Intelligence, Information Architecture, Generative AI, Data Collection, Text Mining, File Management, Unstructured Data",4.8,5200,Curated,
283,Fundamentals of Level Design with Unreal Engine,Coursera,Computer Science,Epic Games,Course,Beginner,1 - 4 Weeks,"Software Design Documents, Virtual Environment, Conceptual Design, Interactive Design, Prototyping, Software Engineering Tools, Design Elements And Principles, User Flows, Visualization (Computer Graphics), Creativity",4.6,171,Curated,
284,Practical SAS Programming and Certification Review,Coursera,Data Science,SAS,Course,Intermediate,1 - 3 Months,"SAS (Software), Data Import/Export, Statistical Analysis, Data Analysis, Statistical Programming, Data Manipulation, Data Transformation, Data Access, Debugging",4.9,9,Curated,
285,Desenvolvimento Ágil com Padrões de Projeto,Coursera,Computer Science,Instituto Tecnológico de Aeronáutica,Course,Intermediate,1 - 4 Weeks,"Object Oriented Programming (OOP), Software Design Patterns, Java, Maintainability, Software Design, Agile Software Development, Data Structures, Test Driven Development (TDD)",4.8,446,Curated,
286,Web Application Technologies and Django,Coursera,Computer Science,University of Michigan,Course,Intermediate,1 - 3 Months,"Django (Web Framework), HTML and CSS, Model View Controller, Hypertext Markup Language (HTML), Application Deployment, Web Applications, Back-End Web Development, Web Servers, SQL, Databases, Network Protocols, Python Programming",4.5,114,Curated,
287,Introduction to Medical Software,Coursera,Computer Science,Yale University,Course,Intermediate,3 - 6 Months,"Clinical Trials, Software Development Life Cycle, Usability, Human Computer Interaction, Regulatory Affairs, Quality Management Systems, Risk Management, Software Design, Healthcare Industry Knowledge, Medical Records, Regulatory Compliance, Entrepreneurship, Artificial Intelligence and Machine Learning (AI/ML), Cybersecurity, System Requirements",4.8,244,Curated,
288,Cryptographic Hash and Integrity Protection,Coursera,Computer Science,University of Colorado System,Course,Intermediate,1 - 4 Weeks,"Cryptography, Data Integrity, Encryption, Authentications, Information Assurance, Data Security, Public Key Cryptography Standards (PKCS)",3.9,27,Curated,
289,Increase SEO Traffic with WordPress,Coursera,Computer Science,Coursera Project Network,Guided Project,Advanced,Less Than 2 Hours,"WordPress, Search Engine Optimization, Web Analytics, Web Content, Content Development and Management, Content Management, Web Content Accessibility Guidelines",4.5,29,Curated,
290,Introducción a la programación en Python I: Aprendiendo a programar con Python,Coursera,Computer Science,Pontificia Universidad Católica de Chile,Course,Beginner,1 - 3 Months,"Python Programming, Data Structures, Computer Programming, Program Development, Scripting, Scripting Languages, Algorithms, File Management",4.4,4800,Curated,
291,Investment Management,Coursera,Business,University of Geneva,Specialization,Beginner,3 - 6 Months,"Portfolio Management, Wealth Management, Risk Management, Investment Management, Financial Market, Business Risk Management, Capital Markets, Investments, Market Liquidity, Asset Management, Performance Measurement, Market Dynamics, Environmental Social And Corporate Governance (ESG), Financial Planning, Derivatives, Finance, Equities, Financial Management, Performance Analysis, Business Ethics",4.6,187,Curated,
292,Mastering Laravel Framework and PHP,Coursera,Computer Science,Board Infinity,Course,Intermediate,1 - 4 Weeks,"PHP (Scripting Language), Object-Relational Mapping, Web Applications, Web Development, Secure Coding, Model View Controller, Application Frameworks, Database Management, Database Development, Relational Databases, Web Development Tools, Back-End Web Development, Application Security, Restful API, Server Side, Application Programming Interface (API), Authentications, Development Environment",4.5,208,Curated,
293,Professional Skills for International Business,Coursera,Business,University of London,Course,Mixed,1 - 4 Weeks,"Market Data, Finance, General Finance, Corporate Finance, Financial Analysis, Financial Market, Investments, Financial Data, Equities, Business Valuation, Investment Management, Capital Markets, Business Mathematics, Cash Flows",4.9,190,Curated,
294,User Interface Design,Coursera,Computer Science,University of Minnesota,Specialization,Intermediate,3 - 6 Months,"UI/UX Research, User Research, User Interface (UI) Design, Usability Testing, User Interface (UI), Prototyping, Usability, User Experience, User Centered Design, Graphic and Visual Design, Ideation, Web Content Accessibility Guidelines, Design, Human Computer Interaction, User Experience Design, Interaction Design, Qualitative Research, Design Reviews, Design Thinking, Conceptual Design",4.6,1800,Curated,
295,Sample-based Learning Methods,Coursera,Information Technology,University of Alberta,Course,Intermediate,1 - 3 Months,"Reinforcement Learning, Sampling (Statistics), Machine Learning Algorithms, Simulations, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Statistical Methods, Probability Distribution",4.8,1200,Curated,
296,Build and Operate Machine Learning Solutions with Azure,Coursera,Information Technology,Microsoft,Course,Intermediate,1 - 3 Months,"Microsoft Azure, MLOps (Machine Learning Operations), Databricks, Cloud Computing, Applied Machine Learning, Data Ethics, Data Pipelines, Machine Learning, Information Privacy, Tensorflow, Performance Tuning",3.8,6,Curated,
297,Practical Data Science with MATLAB,Coursera,Information Technology,MathWorks,Specialization,Beginner,3 - 6 Months,"Data Storytelling, Feature Engineering, Supervised Learning, Dimensionality Reduction, Data Integration, Interactive Data Visualization, Exploratory Data Analysis, Data Import/Export, Technical Communication, Data Analysis, Applied Machine Learning, Data Visualization Software, Matlab, Regression Analysis, Data Processing, Descriptive Statistics, Data Cleansing, Predictive Modeling, Classification And Regression Tree (CART), Data Science",4.8,1000,Curated,
298,IBM Machine Learning,Coursera,Data Science,IBM,Professional Certificate,Intermediate,3 - 6 Months,"Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Feature Engineering, Generative AI, Dimensionality Reduction, Reinforcement Learning, Artificial Intelligence and Machine Learning (AI/ML), Data Cleansing, Applied Machine Learning, Data Access, Deep Learning, Data Analysis, Regression Analysis, Machine Learning, Statistical Analysis, Statistical Inference, Machine Learning Algorithms, Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library)",4.6,2900,Curated,
299,DeepLearning.AI TensorFlow Developer,Coursera,Information Technology,DeepLearning.AI,Professional Certificate,Intermediate,3 - 6 Months,"Tensorflow, Computer Vision, Image Analysis, Keras (Neural Network Library), Natural Language Processing, Time Series Analysis and Forecasting, Deep Learning, Applied Machine Learning, Predictive Modeling, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Text Mining, Forecasting, Machine Learning, Supervised Learning, Data Processing, Data Transformation",4.7,25000,Curated,
300,Wharton Entrepreneurship Capstone,Coursera,Business,University of Pennsylvania,Course,Mixed,1 - 3 Months,"Business Valuation, Peer Review, Financial Analysis, Presentations, Entrepreneurship, Business Planning, Competitive Analysis, Constructive Feedback, Business Research, Business Strategy",4.7,339,Curated,
301,Copywriting with ChatGPT: Produce Compelling Copy That Sells,Coursera,Data Science,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Copywriting, Target Audience, Market Research, ChatGPT, Writing and Editing, Marketing Materials, Content Creation, Value Propositions, Product Knowledge, Generative AI",4.6,4500,Curated,
302,GenAI for Personalized Marketing at Scale,Coursera,Business,Coursera Instructor Network,Course,Intermediate,1 - 4 Weeks,"Compensation Management, Compensation Strategy, Compensation and Benefits, Compensation Analysis, Payroll, Benefits Administration, Human Resource Strategy, Labor Compliance, Employee Retention, Employee Performance Management, Employee Engagement, Law, Regulation, and Compliance, Insurance",4.8,4100,Curated,
303,Evaluating Large Language Model Outputs: A Practical Guide,Coursera,Data Science,Coursera Instructor Network,Course,Beginner,1 - 4 Weeks,"Program Evaluation, Generative AI, Data Ethics, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Google Cloud Platform, Natural Language Processing, Quality Assessment, Analysis, Performance Measurement, Business Metrics, Human Factors, Performance Metric",3.7,13,Curated,
304,C++ Class Development,Coursera,Computer Science,University of Colorado System,Course,Intermediate,1 - 4 Weeks,"C++ (Programming Language), Program Development, Object Oriented Programming (OOP), Augmented and Virtual Reality (AR/VR), Software Architecture, Software Development, Computer Programming, Debugging",4.4,65,Curated,
305,Deep Learning Applications for Computer Vision,Coursera,Data Science,University of Colorado Boulder,Course,Intermediate,1 - 3 Months,"Computer Vision, Image Analysis, Tensorflow, Deep Learning, Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning, Performance Tuning, Supervised Learning, Algorithms",4.4,32,Curated,
306,Introduction to Web Development,Coursera,Computer Science,"University of California, Davis",Course,Beginner,1 - 4 Weeks,"Version Control, Hypertext Markup Language (HTML), GitHub, Git (Version Control System), HTML and CSS, Cascading Style Sheets (CSS), Web Design and Development, Web Development, Web Design, Web Content, Front-End Web Development, Web Servers, Image Analysis, Semantic Web, Performance Tuning, Cloud Hosting",4.7,3700,Curated,
307,Six Sigma Tools for Analyze,Coursera,Business,Kennesaw State University,Course,Beginner,1 - 4 Weeks,"Lean Six Sigma, Root Cause Analysis, Process Analysis, Probability Distribution, Process Capability, Statistical Process Controls, Process Improvement, Quality Improvement, Process Mapping, Statistical Analysis, Probability, Quality Control, Statistics, Risk Management",4.6,155,Curated,
308,Generative AI for Business Consultants,Coursera,Data Science,Fractal Analytics,Specialization,Beginner,1 - 3 Months,"Generative AI, Data Ethics, OpenAI, ChatGPT, Artificial Intelligence, Business Consulting, Leadership, Consultative Approaches, Management Consulting, Interactive Learning, Technical Consulting, Governance, Customer Insights, Client Services, Data-Driven Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), Solution Architecture, Automation, Human Computer Interaction, Information Privacy",4.5,11,Curated,
