course_id,title,platform,category,level,duration,skills,rating,reviews,url
374,Machine Learning: Theory and Hands-on Practice with Python,Coursera,Information Technology,Intermediate,3 - 6 Months,"Unsupervised Learning, Supervised Learning, Deep Learning, Machine Learning Algorithms, Dimensionality Reduction, Applied Machine Learning, Decision Tree Learning, Keras (Neural Network Library), Scikit Learn (Machine Learning Library), Matplotlib, Statistical Machine Learning, Random Forest Algorithm, Predictive Modeling, Statistical Visualization, Python Programming, Data Science, Computer Vision, Image Analysis, Machine Learning, Artificial Neural Networks",4.0,3100,
375,Getting Started with Data Analytics on AWS,Coursera,Data Science,Beginner,1 - 4 Weeks,"Descriptive Analytics, Analytics, Data Analysis, Dashboard, AWS Identity and Access Management (IAM), Data Visualization, Amazon Web Services, Exploratory Data Analysis, Amazon S3, Business Intelligence, Cloud Computing, Cloud Security",4.7,28,
376,HTML and CSS in depth,Coursera,Computer Science,Beginner,1 - 4 Weeks,"Responsive Web Design, Cascading Style Sheets (CSS), HTML and CSS, Bootstrap (Front-End Framework), Debugging, UI Components, Web Development Tools, Front-End Web Development, Web Design, Semantic Web, Hypertext Markup Language (HTML), Browser Compatibility, Web Development, Web Content Accessibility Guidelines, User Interface (UI), Data Validation",4.7,1700,
377,Regression Analysis: Simplify Complex Data Relationships,Coursera,Information Technology,Advanced,1 - 3 Months,"Regression Analysis, Statistical Analysis, Advanced Analytics, Correlation Analysis, Analytics, Data Analysis, Statistical Methods, Predictive Modeling, Statistical Modeling, Supervised Learning, Statistics, Statistical Machine Learning, Variance Analysis, Machine Learning Methods, Python Programming",4.7,490,
378,Selenium WebDriver with Python,Coursera,Computer Science,Beginner,1 - 4 Weeks,"Selenium (Software), Debugging, Software Testing, Unit Testing, Test Automation, Web Applications, Test Case, Development Environment, Software Installation",4.6,693,
379,DevOps Culture and Mindset,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"DevOps, CI/CD, Process Mapping, Culture Transformation, Continuous Improvement Process, Lean Methodologies, Risk Management, Quality Improvement, Process Improvement, Kanban Principles, Operational Efficiency, Business Process Improvement, Organizational Change, User Feedback, Systems Thinking, Change Management",4.7,577,
380,Introduction to Risk Management,Coursera,Computer Science,Mixed,1 - 4 Weeks,"Threat Modeling, Risk Management, Business Continuity Planning, Asset Protection, Risk Analysis, Business Risk Management, Risk Management Framework, Risk Mitigation, Risk Modeling, Vulnerability Assessments, Security Controls",4.2,47,
381,Text Retrieval and Search Engines,Coursera,Information Technology,Mixed,1 - 3 Months,"Text Mining, Natural Language Processing, Data Mining, Unstructured Data, Big Data, Web Analytics and SEO, Machine Learning, Information Architecture, Statistical Methods, Probability & Statistics",4.4,14,
382,Introduction to Restaurant Revenue Management,Coursera,Business,Beginner,1 - 4 Weeks,"Revenue Management, Restaurant Operation, Restaurant Management, Forecasting, Key Performance Indicators (KPIs), Hospitality Management, Customer Demand Planning, Trend Analysis, Performance Analysis, Team Management, Price Negotiation, Performance Measurement, Data-Driven Decision-Making, Business Strategy",4.7,257,
384,Innovation: From Creativity to Entrepreneurship,Coursera,Business,Beginner,3 - 6 Months,"Strategic Decision-Making, Innovation, Creativity, Team Management, Creative Thinking, Value Propositions, Entrepreneurship, Creative Problem-Solving, Technology Strategies, Strategic Thinking, Brainstorming, Presentations, Business Modeling, Go To Market Strategy, Business Planning, Collaboration, New Business Development, Open Mindset, New Product Development, Market Opportunities",4.6,160,
385,Fundamentos de estadística aplicada,Coursera,Data Science,Intermediate,1 - 3 Months,"Descriptive Statistics, Statistical Methods, Data Analysis, Statistics, Regression Analysis, Sampling (Statistics), Statistical Analysis, Statistical Modeling, Probability & Statistics, Probability Distribution, Applied Mathematics, Statistical Inference",3.2,72,
386,Code Yourself! An Introduction to Programming,Coursera,Computer Science,Beginner,1 - 3 Months,"Program Development, Software Engineering, Software Development, Computer Programming, Event-Driven Programming, Computational Thinking, Algorithms, Debugging",4.7,105,
387,"ChatGPT for Project Management: Execution, Tracking, Success",Coursera,Business,Beginner,1 - 4 Weeks,"Team Building, Teamwork, Team Management, Team Leadership, Conflict Management, Team Motivation, Collaboration, Relationship Building, Performance Management, Organizational Structure, Innovation, People Development, Industrial and Organizational Psychology, Diversity and Inclusion, Goal Setting, Decision Making",4.8,60,
388,Administración de Recursos Humanos,Coursera,Business,Beginner,1 - 4 Weeks,"Human Capital, Human Resource Strategy, Human Resources Management and Planning, Talent Management, Leadership Development, Workforce Development, Talent Acquisition, Organizational Strategy, Employee Retention, Recruitment Strategies, Culture Transformation, Employee Engagement",4.8,43,
389,Total Data Quality,Coursera,Information Technology,Beginner,1 - 3 Months,"Data Quality, Quantitative Research, Data Validation, Data Collection, Data Cleansing, Quality Assurance, Data Processing, Data Strategy, Data Integrity, Survey Creation, Data Analysis, Exploratory Data Analysis, Data Access, Statistical Analysis, Sampling (Statistics), Threat Detection",4.9,20,
390,IoT Communications and Networks,Coursera,Computer Science,Intermediate,1 - 3 Months,"Internet Of Things, Wireless Networks, General Networking, Network Routing, Local Area Networks, Network Architecture, Network Protocols, Network Performance Management, OSI Models",4.3,250,
391,Data Science for Business Innovation,Coursera,Information Technology,Beginner,1 - 4 Weeks,"Data-Driven Decision-Making, Big Data, Data Science, NoSQL, Data Modeling, Data Storage Technologies, Business Analytics, Machine Learning Methods, Data Analysis, Statistical Methods, Unsupervised Learning, Regression Analysis, Machine Learning Algorithms, Descriptive Analytics, Supervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Risk Analysis",4.7,878,
392,IA Para Todos (Español),Coursera,Business,Beginner,1 - 4 Weeks,"Artificial Intelligence, Data Ethics, Artificial Intelligence and Machine Learning (AI/ML), Strategic Thinking, Artificial Neural Networks, Data Science, Business Intelligence, Deep Learning, Machine Learning, Organizational Strategy",4.7,35,
393,GenAI for Front-End Developers,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Front-End Web Development, Data Ethics, Generative AI, Code Review, User Interface and User Experience (UI/UX) Design, Software Documentation, Web Development Tools, HTML and CSS, Artificial Intelligence, Development Testing, Responsive Web Design, Automation",4.4,79,
394,Computer Communications,Coursera,Computer Science,Intermediate,3 - 6 Months,"TCP/IP, Local Area Networks, Routing Protocols, Network Routing, Digital Communications, OSI Models, Network Protocols, Dynamic Host Configuration Protocol (DHCP), Network Security, Network Planning And Design, Network Architecture, General Networking, Network Performance Management, Computer Networking, Wireless Networks, Software-Defined Networking, Algorithms, System Programming, Data Integrity, Virtualization",4.5,72,
395,Opportunity Management in Salesforce,Coursera,Business,Beginner,1 - 4 Weeks,"Sales Pipelines, Sales Process, Order Management, Sales Management, Sales Support, Salesforce, Request For Quotation (RFQ), Product Knowledge, Sales Training, Contract Management, Customer Relationship Management (CRM) Software",4.8,86,
396,Data Science at Scale,Coursera,Data Science; Information Technology,Intermediate,3 - 6 Months,"Feature Engineering, Unsupervised Learning, Data Ethics, Data Presentation, Statistical Visualization, Data Storytelling, Big Data, Relational Databases, Supervised Learning, Database Systems, Data Visualization Software, Databases, Data Science, Machine Learning Methods, Predictive Analytics, Analytics, Data Analysis, Exploratory Data Analysis, Predictive Modeling, Data Manipulation",4.8,76,
397,Value Chain Management,Coursera,Business,Intermediate,3 - 6 Months,"Management Accounting, Operations Management, Marketing, Process Improvement, Marketing Management, Organizational Strategy, Performance Measurement, Marketing Planning, Supply Chain Management, Product Strategy, Operational Analysis, Business Operations, Cost Accounting, Supply Chain Planning, Integrated Marketing Communications, Strategic Marketing, Marketing Strategy and Techniques, Variance Analysis, Statistical Process Controls, Accounting Systems",4.8,1200,
398,Digital Marketing,Coursera,Business,Beginner,1 - 4 Weeks,"Revenue Management, Hospitality Management, Digital Marketing, Data-Driven Decision-Making, Demand Generation, Asset Management, Marketing, Marketing Strategies, Customer Demand Planning, Strategic Decision-Making, Forecasting, Business, Sales Enablement, Profit and Loss (P&L) Management",4.8,48,
399,Supply Chain Software Tools,Coursera,Data Science,Beginner,1 - 4 Weeks,"Supply Chain Systems, Supply Chain Management, Data Management, Data Lakes, Supply Chain Planning, Data Analysis Software, Real Time Data, Business Technologies, Inventory Management System, Forecasting, Analytics, Demand Planning, Advanced Analytics, Predictive Analytics, Data-Driven Decision-Making, Artificial Intelligence",4.5,8100,
400,APIs,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Restful API, Django (Web Framework), API Design, Software Documentation, Application Programming Interface (API), Authentications, Authorization (Computing), Test Tools, Debugging, JSON, Performance Tuning, Data Validation, Extensible Markup Language (XML)",4.8,518,
401,.NET FullStack Developer,Coursera,Computer Science,Intermediate,1 - 3 Months,"Model View Controller, ASP.NET, .NET Framework, Restful API, C# (Programming Language), Hypertext Markup Language (HTML), Front-End Web Development, JSON, Web Services, Application Frameworks, Web Applications, Object Oriented Programming (OOP), Javascript, Web Design and Development, React.js, JavaScript Frameworks, Application Programming Interface (API), Cascading Style Sheets (CSS), Back-End Web Development, Programming Principles",4.1,282,
402,Cluster Analysis in Data Mining,Coursera,Information Technology,Mixed,1 - 3 Months,"Unsupervised Learning, Data Mining, Machine Learning Algorithms, Data Analysis, Dimensionality Reduction, Statistical Methods, Big Data, Exploratory Data Analysis, Algorithms, Verification And Validation",4.7,412,
403,Inferential Statistical Analysis with Python,Coursera,Data Science,Intermediate,1 - 4 Weeks,"Statistical Hypothesis Testing, Statistical Inference, Bayesian Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Sampling (Statistics), Jupyter, Quantitative Research, Python Programming, Matplotlib, NumPy",4.3,28,
404,برمج بنفسك! مقدمة حول البرمجة,Coursera,Computer Science,Mixed,1 - 3 Months,"Software Engineering, Programming Principles, Software Development, Software Design, Event-Driven Programming, Computer Programming, Software Documentation, Software Testing, Computational Thinking, Algorithms, Debugging",3.8,88,
